"","geo_type","region","transportation_type","alternative_name","sub.region","country","X2020.01.13","X2020.01.14","X2020.01.15","X2020.01.16","X2020.01.17","X2020.01.18","X2020.01.19","X2020.01.20","X2020.01.21","X2020.01.22","X2020.01.23","X2020.01.24","X2020.01.25","X2020.01.26","X2020.01.27","X2020.01.28","X2020.01.29","X2020.01.30","X2020.01.31","X2020.02.01","X2020.02.02","X2020.02.03","X2020.02.04","X2020.02.05","X2020.02.06","X2020.02.07","X2020.02.08","X2020.02.09","X2020.02.10","X2020.02.11","X2020.02.12","X2020.02.13","X2020.02.14","X2020.02.15","X2020.02.16","X2020.02.17","X2020.02.18","X2020.02.19","X2020.02.20","X2020.02.21","X2020.02.22","X2020.02.23","X2020.02.24","X2020.02.25","X2020.02.26","X2020.02.27","X2020.02.28","X2020.02.29","X2020.03.01","X2020.03.02","X2020.03.03","X2020.03.04","X2020.03.05","X2020.03.06","X2020.03.07","X2020.03.08","X2020.03.09","X2020.03.10","X2020.03.11","X2020.03.12","X2020.03.13","X2020.03.14","X2020.03.15","X2020.03.16","X2020.03.17","X2020.03.18","X2020.03.19","X2020.03.20","X2020.03.21","X2020.03.22","X2020.03.23","X2020.03.24","X2020.03.25","X2020.03.26","X2020.03.27","X2020.03.28","X2020.03.29","X2020.03.30","X2020.03.31","X2020.04.01","X2020.04.02","X2020.04.03","X2020.04.04","X2020.04.05","X2020.04.06","X2020.04.07","X2020.04.08","X2020.04.09","X2020.04.10","X2020.04.11","X2020.04.12","X2020.04.13","X2020.04.14","X2020.04.15","X2020.04.16","X2020.04.17","X2020.04.18","X2020.04.19","X2020.04.20","X2020.04.21","X2020.04.22","X2020.04.23","X2020.04.24","X2020.04.25","X2020.04.26","X2020.04.27","X2020.04.28","X2020.04.29","X2020.04.30","X2020.05.01","X2020.05.02","X2020.05.03","X2020.05.04","X2020.05.05","X2020.05.06","X2020.05.07","X2020.05.08","X2020.05.09","X2020.05.10","X2020.05.11","X2020.05.12","X2020.05.13","X2020.05.14","X2020.05.15","X2020.05.16","X2020.05.17","X2020.05.18","X2020.05.19","X2020.05.20","X2020.05.21","X2020.05.22","X2020.05.23","X2020.05.24","X2020.05.25","X2020.05.26","X2020.05.27","X2020.05.28","X2020.05.29","X2020.05.30","X2020.05.31","X2020.06.01","X2020.06.02","X2020.06.03","X2020.06.04","X2020.06.05","X2020.06.06","X2020.06.07","X2020.06.08","X2020.06.09","X2020.06.10","X2020.06.11","X2020.06.12","X2020.06.13","X2020.06.14","X2020.06.15","X2020.06.16","X2020.06.17","X2020.06.18","X2020.06.19","X2020.06.20","X2020.06.21","X2020.06.22","X2020.06.23","X2020.06.24","X2020.06.25","X2020.06.26","X2020.06.27","X2020.06.28","X2020.06.29","X2020.06.30","X2020.07.01","X2020.07.02","X2020.07.03","X2020.07.04","X2020.07.05","X2020.07.06","X2020.07.07","X2020.07.08","X2020.07.09","X2020.07.10","X2020.07.11","X2020.07.12","X2020.07.13","X2020.07.14","X2020.07.15","X2020.07.16","X2020.07.17","X2020.07.18","X2020.07.19","X2020.07.20","X2020.07.21","X2020.07.22","X2020.07.23","X2020.07.24","X2020.07.25","X2020.07.26","X2020.07.27","X2020.07.28","X2020.07.29","X2020.07.30","X2020.07.31","X2020.08.01","X2020.08.02","X2020.08.03","X2020.08.04","X2020.08.05","X2020.08.06","X2020.08.07","X2020.08.08","X2020.08.09","X2020.08.10","X2020.08.11","X2020.08.12","X2020.08.13","X2020.08.14","X2020.08.15","X2020.08.16","X2020.08.17","X2020.08.18","X2020.08.19","X2020.08.20","X2020.08.21","X2020.08.22","X2020.08.23","X2020.08.24","X2020.08.25","X2020.08.26","X2020.08.27","X2020.08.28","X2020.08.29","X2020.08.30","X2020.08.31","X2020.09.01","X2020.09.02","X2020.09.03","X2020.09.04","X2020.09.05","X2020.09.06","X2020.09.07","X2020.09.08","X2020.09.09","X2020.09.10","X2020.09.11","X2020.09.12","X2020.09.13","X2020.09.14","X2020.09.15","X2020.09.16","X2020.09.17","X2020.09.18","X2020.09.19","X2020.09.20","X2020.09.21","X2020.09.22","X2020.09.23","X2020.09.24","X2020.09.25","X2020.09.26","X2020.09.27","X2020.09.28","X2020.09.29","X2020.09.30","X2020.10.01","X2020.10.02","X2020.10.03","X2020.10.04","X2020.10.05","X2020.10.06","X2020.10.07","X2020.10.08","X2020.10.09","X2020.10.10","X2020.10.11","X2020.10.12","X2020.10.13","X2020.10.14","X2020.10.15","X2020.10.16","X2020.10.17","X2020.10.18","X2020.10.19","X2020.10.20","X2020.10.21","X2020.10.22","X2020.10.23","X2020.10.24","X2020.10.25","X2020.10.26","X2020.10.27","X2020.10.28","X2020.10.29","X2020.10.30","X2020.10.31","X2020.11.01","X2020.11.02","X2020.11.03","X2020.11.04","X2020.11.05","X2020.11.06","X2020.11.07","X2020.11.08","X2020.11.09","X2020.11.10","X2020.11.11","X2020.11.12","X2020.11.13","X2020.11.14","X2020.11.15","X2020.11.16","X2020.11.17","X2020.11.18","X2020.11.19","X2020.11.20","X2020.11.21","X2020.11.22","X2020.11.23","X2020.11.24","X2020.11.25","X2020.11.26","X2020.11.27","X2020.11.28","X2020.11.29","X2020.11.30","X2020.12.01","X2020.12.02","X2020.12.03","X2020.12.04","X2020.12.05","X2020.12.06","X2020.12.07","X2020.12.08","X2020.12.09","X2020.12.10","X2020.12.11","X2020.12.12","X2020.12.13","X2020.12.14","X2020.12.15","X2020.12.16","X2020.12.17","X2020.12.18","X2020.12.19","X2020.12.20","X2020.12.21","X2020.12.22","X2020.12.23","X2020.12.24","X2020.12.25","X2020.12.26","X2020.12.27","X2020.12.28","X2020.12.29","X2020.12.30","X2020.12.31","X2021.01.01","X2021.01.02","X2021.01.03","X2021.01.04","X2021.01.05","X2021.01.06","X2021.01.07","X2021.01.08","X2021.01.09","X2021.01.10","X2021.01.11","X2021.01.12","X2021.01.13","X2021.01.14","X2021.01.15","X2021.01.16","X2021.01.17","X2021.01.18","X2021.01.19","X2021.01.20","X2021.01.21","X2021.01.22","X2021.01.23","X2021.01.24","X2021.01.25","X2021.01.26","X2021.01.27","X2021.01.28","X2021.01.29","X2021.01.30","X2021.01.31","X2021.02.01","X2021.02.02","X2021.02.03","X2021.02.04","X2021.02.05","X2021.02.06","X2021.02.07","X2021.02.08","X2021.02.09","X2021.02.10","X2021.02.11","X2021.02.12","X2021.02.13","X2021.02.14","X2021.02.15","X2021.02.16","X2021.02.17","X2021.02.18","X2021.02.19","X2021.02.20","X2021.02.21","X2021.02.22","X2021.02.23","X2021.02.24","X2021.02.25","X2021.02.26","X2021.02.27","X2021.02.28","X2021.03.01","X2021.03.02","X2021.03.03","X2021.03.04","X2021.03.05","X2021.03.06","X2021.03.07","X2021.03.08","X2021.03.09","X2021.03.10","X2021.03.11","X2021.03.12","X2021.03.13","X2021.03.14","X2021.03.15","X2021.03.16","X2021.03.17","X2021.03.18","X2021.03.19","X2021.03.20","X2021.03.21","X2021.03.22","X2021.03.23","X2021.03.24","X2021.03.25","X2021.03.26","X2021.03.27","X2021.03.28","X2021.03.29","X2021.03.30","X2021.03.31","X2021.04.01","X2021.04.02","X2021.04.03","X2021.04.04","X2021.04.05","X2021.04.06","X2021.04.07","X2021.04.08","X2021.04.09","X2021.04.10","X2021.04.11","X2021.04.12","X2021.04.13","X2021.04.14","X2021.04.15","X2021.04.16","X2021.04.17","X2021.04.18","X2021.04.19","X2021.04.20","X2021.04.21","X2021.04.22","X2021.04.23","X2021.04.24","X2021.04.25","X2021.04.26","X2021.04.27","X2021.04.28","X2021.04.29","X2021.04.30","X2021.05.01","X2021.05.02","X2021.05.03","X2021.05.04","X2021.05.05","X2021.05.06","X2021.05.07","X2021.05.08","X2021.05.09","X2021.05.10","X2021.05.11","X2021.05.12","X2021.05.13","X2021.05.14","X2021.05.15","X2021.05.16","X2021.05.17","X2021.05.18","X2021.05.19","X2021.05.20","X2021.05.21","X2021.05.22","X2021.05.23","X2021.05.24","X2021.05.25","X2021.05.26","X2021.05.27","X2021.05.28","X2021.05.29","X2021.05.30","X2021.05.31","X2021.06.01","X2021.06.02","X2021.06.03","X2021.06.04","X2021.06.05","X2021.06.06","X2021.06.07","X2021.06.08","X2021.06.09","X2021.06.10","X2021.06.11","X2021.06.12","X2021.06.13","X2021.06.14","X2021.06.15","X2021.06.16","X2021.06.17","X2021.06.18","X2021.06.19","X2021.06.20","X2021.06.21","X2021.06.22","X2021.06.23","X2021.06.24","X2021.06.25","X2021.06.26","X2021.06.27","X2021.06.28","X2021.06.29","X2021.06.30","X2021.07.01","X2021.07.02","X2021.07.03","X2021.07.04","X2021.07.05","X2021.07.06","X2021.07.07","X2021.07.08","X2021.07.09","X2021.07.10","X2021.07.11","X2021.07.12","X2021.07.13","X2021.07.14","X2021.07.15","X2021.07.16","X2021.07.17","X2021.07.18","X2021.07.19","X2021.07.20","X2021.07.21","X2021.07.22","X2021.07.23","X2021.07.24","X2021.07.25","X2021.07.26","X2021.07.27","X2021.07.28","X2021.07.29","X2021.07.30","X2021.07.31","X2021.08.01","X2021.08.02","X2021.08.03","X2021.08.04","X2021.08.05","X2021.08.06","X2021.08.07","X2021.08.08","X2021.08.09","X2021.08.10","X2021.08.11","X2021.08.12","X2021.08.13","X2021.08.14","X2021.08.15","X2021.08.16","X2021.08.17","X2021.08.18","X2021.08.19","X2021.08.20","X2021.08.21","X2021.08.22","X2021.08.23","X2021.08.24","X2021.08.25","X2021.08.26","X2021.08.27","X2021.08.28","X2021.08.29","X2021.08.30","X2021.08.31","X2021.09.01","X2021.09.02","X2021.09.03","X2021.09.04","X2021.09.05","X2021.09.06","X2021.09.07","X2021.09.08","X2021.09.09","X2021.09.10","X2021.09.11","X2021.09.12","X2021.09.13","X2021.09.14","X2021.09.15","X2021.09.16"
"376","city","Eugene-Springfield","driving","","Oregon","United States",100,104.27,110.75,114.74,143.45,160.47,129.23,125.31,106.55,106.14,110.12,136.83,140.95,104.77,102.26,105.36,105.03,111.06,137.06,138.02,89.61,99.24,103.04,106.6,112.5,142.76,139.93,107.14,104.54,109.18,111.92,124.24,151.42,143.9,121.3,118.05,114.36,119.57,128.97,150.93,145.44,104.75,107.62,111.04,115.22,124.69,146.95,141.59,106.82,109.06,114.37,118.7,125.41,152.3,148.38,106.65,107.24,116.49,114.3,115.22,118.79,96.04,78.82,92.02,83.38,78.71,80.18,82.74,67.63,53.86,57.76,52.04,54.96,58.59,61.46,49.51,43.66,52.51,55.84,56.46,56.79,66.01,53.16,44.39,57.22,61.68,61.46,64.62,74.59,61.68,45.01,63.54,67.4,70.12,73.25,82.28,69.75,62.01,75.91,71.77,70.18,79.18,84.42,74.41,66.65,75.01,79.54,79.86,83.13,95.51,78.06,69.49,85.45,86.17,87.47,92.58,107.83,94.61,73.77,NA,NA,89.92,95.89,120.62,100.71,86.94,100.62,102.85,105.51,109.27,132.29,117.46,98.36,96.7,114.15,121.59,124.39,135.61,107.17,104.44,115.44,118.23,120.62,123.88,136.68,119.23,102.18,119.18,124.2,131.24,134.7,147.09,133.48,116.42,131.47,132.58,141.32,146.2,164.43,145.95,116.41,142.11,159.26,147.89,154.47,174.63,148.83,128.17,145.6,145.09,152.09,162.39,155.47,108.53,121.42,141.46,150.75,152.45,153.92,176.28,155.33,132,147.46,150.21,154.22,157.63,171.11,154.86,134.28,150.97,154.44,155.15,157.27,171.45,155.27,138.32,147.92,152.25,150.28,157.41,178.26,158.47,139.3,152.86,155.89,155.3,154.04,177.42,156.93,140.94,158.29,158.04,158.72,162.4,184.81,161.15,139.11,153.97,157.97,157.79,168.01,181.71,165.77,141.42,153.85,154.5,159.7,160.56,181.23,163.71,142.35,157.13,160.31,159.56,168.86,185.28,166.63,147.02,151.82,226.51,177.61,140.53,148.64,123.01,104.49,129.24,137.91,143.94,151.64,169.5,169.7,150.65,164.45,161.8,175.32,179.71,191.34,182.43,151.78,159.77,149.04,152.06,157.95,177.36,165.58,135.79,144.02,145.18,141.8,152.88,176.03,153.3,125.51,135.47,137.38,144.15,147.2,169.61,164.7,128.66,137.1,138.85,140.59,144.34,169.31,157.48,124.42,131.62,134.1,137.69,147.96,173.91,158.47,124,128.06,123.95,122.53,125.68,145.86,132.14,110.95,117.11,122.02,130.62,113.34,136.19,124.79,100.84,111.59,117.21,111.83,116.6,137.92,116.97,92.62,113.36,121.89,121.14,53.65,102.63,100.68,85.14,104.51,106.53,108.23,110.03,126.56,112.23,89.65,105.49,109.78,111.57,112.14,129.32,115.25,89.38,112.49,110.56,112.66,112.6,127.68,117.81,91.13,119.82,122.23,127.85,91.92,42.67,87.55,89.65,111.71,107.81,115.1,112.3,87.72,111.05,100.89,114.26,115.99,112.22,117.26,128.95,125.55,101.77,113.36,112.29,121.07,119.92,132.51,127.08,106.13,119.76,116.49,112.89,116.96,132.76,126.41,94.73,110.04,109.79,111.3,115.48,134.18,125.97,100.17,112.41,112.12,117.05,121.28,137.18,129.11,96.67,112.27,113.77,119.07,120.68,136.91,129.13,118.97,106.53,118.59,120.34,120.22,138.22,133.81,106.71,114.18,117.1,126.15,122.92,145.83,137.69,120.74,125.81,128.06,131.2,131.43,144.66,140.33,113.6,121.96,123.45,130.16,134.98,NA,151.76,115.91,129.39,132.77,144.63,143.92,161.56,149.29,124.37,134.79,139.35,138.95,144.47,155.44,152.87,127.57,137.31,141.07,145.8,156.24,167.36,159.9,114.43,141.35,147.32,148.61,149.54,173.44,168.49,138.59,138.99,140.87,146.28,149.04,174.19,168.89,136.63,139.85,147.85,147.39,154.42,170.01,160.45,124.75,134.83,140.78,148.19,152.62,167.39,157.71,128.24,138.33,143.06,148.04,148.04,171.94,163.23,122.61,142.23,150.98,154.92,154.39,180.08,172.1,141.95,144.23,150.15,148.81,154.12,175.27,171.58,132.31,141.81,143.38,155.87,159,181.07,164.04,143.75,141.32,158.82,163.73,166.23,188.59,174.27,144.05,158.83,167.08,177.96,190.23,209.93,193.35,151.55,166.02,171.33,178.24,184.06,207.74,177.77,149.52,187.29,177.59,185.21,194.44,207.53,183.31,156.8,170.06,171.32,177.5,186.42,200.65,166.57,132,151.03,171.79,179.46,186.93,200.29,181.28,158.99,174.06,174.62,178.34,182.05,216.75,177.51,154.48,174.78,174.36,182.21,186.85,201.61,183.52,156.61,168.73,166.84,175.36,178.11,190.73,172.44,149.81,166.87,167.51,169.46,172.28,191.18,173.26,148.54,165.04,169.25,166.88,168.14,184.5,178.3,153.69,164.44,163.68,168.7,170.43,186.02,169.32,139.05,156.2,156.33,157.91,166.55,182.85,167.84,141.47,154.85,155.36,159.6,164.57,188.56,183.74,149.08,134.87,158.42,158.99,165.45,185.87,163.04,137.17,158.56,160.73,168.58,180.36
"377","city","Eugene-Springfield","transit","","Oregon","United States",100,100.52,91.87,108.7,118.93,90.4,82.59,97.48,101.99,94.23,103.62,113.69,95.75,69.38,92.19,95.91,95.54,97.33,115.94,99.42,69.8,92.4,91.35,99.69,99.37,126.11,105.35,73.83,109.44,102.41,96.43,115.31,126.64,93.55,88.1,96.12,108.65,102.57,112.79,131.25,108.6,81.02,94.02,101.47,87.99,116.2,126.9,111.9,79.81,86.21,95.75,98.85,100.26,114.47,100.47,80.65,89.56,92.92,93.34,92.76,76.87,62.09,57.84,58.21,48.61,42.95,33.72,38.28,30.31,24.49,23.39,18.51,19.45,26.27,26.64,16.47,17.93,18.41,16.89,19.77,17.46,21.03,16.94,11.75,19.14,20.03,14.11,15.42,20.03,16.62,9.91,13.84,15.99,16.52,21.5,18.72,15.52,12.38,18.83,16.26,18.67,16.31,19.98,13.9,12.9,17.09,19.04,16.47,18.46,21.45,11.06,12.59,17.67,18.88,17.99,19.3,22.55,19.4,12.38,NA,NA,18.93,19.98,23.75,20.98,15,21.03,20.66,20.03,19.35,29.26,22.55,16.57,17.88,24.33,29.37,26.9,25.01,19.61,16.73,24.65,28.16,26.64,23.54,28.53,27.37,19.61,24.59,25.38,28.74,29.31,26.53,25.28,19.3,29.05,30.99,30.83,32.62,31.1,29.21,24.54,33.67,34.71,34.08,32.62,36.18,25.54,24.91,28.79,33.19,27.53,30.31,29.31,19.51,25.33,33.04,33.4,30.83,33.56,34.14,26.69,26.69,30.94,34.29,29.73,27.48,34.24,31.15,27.95,34.98,28.63,32.88,34.71,33.61,32.88,27.48,33.4,37.86,29.16,33.67,36.03,31.31,30.2,37.6,39.96,40.59,34.98,35.45,31.67,28,41.95,38.12,37.55,36.86,41.01,36.5,27.95,41.53,35.29,36.29,40.17,39.07,37.02,30.89,36.97,35.87,38.44,39.43,42.37,34.29,26.64,39.85,37.39,38.02,38.23,42.79,35.82,30.68,30.36,45.88,35.13,28.84,24.28,24.07,23.07,27.9,32.09,37.91,42.48,34.87,43.84,42.37,50.08,59.15,57.79,63.5,58.63,57.37,62.3,66.44,66.54,56.74,55.48,57.63,69.38,49.29,57.16,54.96,56.16,55.01,56.27,59.62,45.31,56.79,44.31,45.52,53.7,58.52,57.73,45.62,52.96,57,53.12,46.04,56.63,61.93,40.43,48.98,42.63,42,53.02,57.47,64.34,49.61,51.18,50.97,48.14,46.67,53.02,54.54,42.74,46.36,51.34,46.78,41.16,47.82,52.91,43.52,45.41,44.78,43.94,49.03,46.83,38.28,31.78,42,39.12,36.44,13.84,35.76,33.82,29.94,38.49,34.35,34.92,38.44,39.12,33.46,31.99,38.96,39.07,40.06,29.99,34.24,33.04,26.85,37.07,34.82,40.64,35.82,33.77,29.31,27.06,35.5,33.93,32.14,23.81,9.07,27.84,29.42,32.25,39.01,31.52,31.62,19.93,31.99,36.81,44.05,50.5,39.22,44.52,43.58,50.34,38.86,42.53,39.85,44.26,42,50.24,41.27,36.5,42.06,44.99,42.11,37.7,47.35,40.64,31.1,41.06,35.29,41.32,38.02,47.56,42.95,43.05,44.57,40.69,41.9,42.37,46.41,43.05,32.83,47.93,47.35,40.59,38.49,45.83,43.21,39.33,41.16,48.56,43.26,40.43,44.42,44.15,31.73,44.42,46.57,45.36,46.51,50.24,47.67,45.1,42.74,43.26,46.93,45.62,43.37,43.73,40.43,44.36,43.37,47.4,47.3,NA,45.78,37.91,39.38,44.68,48.03,47.19,43.94,33.82,34.24,44.94,44.52,36.34,42.21,49.55,45.67,37.91,48.87,51.07,56.79,56.11,55.17,55.79,40.38,48.87,52.81,56.42,56.27,58.94,65.18,56.74,55.37,59.2,56.95,60.93,65.92,65.6,56.53,65.13,66.91,59.94,59.62,64.18,53.49,45.52,50.08,60.3,61.77,60.04,61.35,59.67,47.67,55.9,59.88,61.09,61.93,57.26,53.38,44.31,53.85,57.32,57,61.2,61.46,57.63,50.66,53.8,58.73,55.79,61.72,66.33,56,44,54.27,51.34,58.94,54.33,59.15,54.17,49.87,40.01,62.82,57.58,64.92,68.12,56.27,46.2,60.78,58.73,61.77,69.01,62.09,64.97,49.03,57.89,59.31,62.3,61.46,62.3,50.66,52.86,64.55,57.68,59.67,58.1,62.24,45.41,40.48,57,64.03,58.52,66.91,61.09,47.4,40.64,49.71,62.14,66.12,58.89,71.63,58.26,53.96,60.99,59.2,65.81,58.42,65.71,52.86,55.58,57.21,63.71,68.38,68.27,67.17,58.84,49.76,52.28,59.73,63.08,57.11,55.85,50.6,46.41,57.63,61.41,49.97,63.14,61.72,59.78,46.93,57.11,58.94,49.82,50.97,58.05,54.22,47.67,60.41,57.32,61.04,48.66,53.49,48.45,44,54.06,60.25,56.16,51.65,56.63,52.28,49.97,59.57,59.47,58.15,60.72,60.46,60.93,52.39,47.46,63.61,72.42,69.64,67.91,54.54,51.02,79.65,65.81,71.84,74.31
"378","city","Eugene-Springfield","walking","","Oregon","United States",100,106.24,107.46,119.2,153.54,174.83,136.02,111.83,106,105.62,119.39,183.75,173.46,106.89,92.73,94.79,93.11,119.65,159.95,142.48,93.35,90.16,95.75,97.43,120.18,160.72,166.19,101.82,89.97,102.9,104.92,114.97,168.44,167.89,131.58,103.89,100.48,119.25,135.88,180.59,173.55,89.15,100.74,102.81,109.79,134.99,162.85,157.19,104.27,96.4,107.3,120.66,135.9,151.24,163.88,93.11,97.34,107.82,105.95,115.02,112.26,82.96,61.92,76.65,67.51,64.31,57.91,63.76,51.69,47.49,40.46,37.15,43.63,48.93,49.24,37.6,35.64,34.8,42.55,40.94,43.29,48.04,37.94,36.07,49.05,48.79,52.87,52.56,63.93,48.28,38.68,47.28,52.8,50.06,61.48,65.32,47.66,48,61.17,55.29,43.1,56.95,55.63,52.75,49.84,52.08,58.77,59.64,58.48,70.24,48.64,50.2,62.75,64.79,65.73,64.36,76.24,67.91,48.62,NA,NA,61.94,67.99,97.86,76.29,65.78,77.23,76.79,74.92,78.98,102.9,85.89,73.34,72.07,86.01,98.7,95.87,107.2,87.47,122.46,101.75,97.55,99.06,100.79,109.22,94.89,85.94,89.08,90.9,105.47,107.75,119.34,109.07,88.91,102.88,97.82,107.01,125.58,152.27,137.03,92.27,116.94,109.31,112.38,119.2,130.91,112.98,90.38,112.34,106.86,112.19,115.93,118.41,90.47,82.12,100.58,121.67,113.49,112.29,134.61,128.32,90.11,111.04,114.21,120.42,114.18,122.87,120.33,93.04,112.93,113.73,113.49,123.21,122.87,126.47,96.23,109.67,115.19,113.51,118.67,132.3,122.2,98.85,119.58,124.33,118.33,113.05,134.92,127.79,100.65,121.02,123.9,123.61,136.96,139.62,119.75,101.92,120.81,121.05,122.82,130.72,145.62,140.56,101.68,122.89,126.83,136.62,139.86,145.45,139.98,103.46,125.32,138.3,131.22,129.37,146.08,135.52,118.48,111.76,116.2,103.94,101.1,100.77,99.78,80.39,102.88,109.26,115.86,126.3,154.19,180.37,159.9,182,191.07,192.32,215.72,225.58,245.98,201.42,220.06,185.46,170.34,180.92,199.98,206.53,144.16,157.96,157.88,141.56,156.01,195.1,164.82,121.02,137.75,138.11,141.95,150.85,194.96,192.8,128.73,134.87,142.81,138.78,140.92,174.18,172.71,110.34,128.99,131.17,133.5,148.45,190.64,222.2,128.32,133.48,136.07,120.09,122.05,150.95,167.53,110.7,106.94,117.3,121.96,112.6,129.93,138.56,98.08,103.17,105.35,101.44,109.24,126.73,103.7,77.54,101.18,102.83,98.9,42.69,77.66,77.47,61.94,92.08,95.82,90.52,93.81,108.64,101.73,78.91,97.05,95.99,98.66,102.5,113.39,102.26,73.96,98.51,91.62,89.32,91.79,105.4,103.98,71.75,99.86,96.86,96.93,75.35,27.41,67.48,63.67,84.07,85.84,85.82,106.6,70.65,98.06,94.58,111.98,109.5,100.96,122.73,126.97,131.46,96.42,114.21,110.73,116.77,123.47,129.49,122.56,97.72,102.86,108.33,101.9,105.35,125.03,121.57,84.21,98.49,93.09,92.27,94.46,119.49,119.46,93.52,96.14,98.34,107.39,108.76,124.93,125.49,89.46,95.63,99.78,101.15,104.39,120.76,126.64,106.41,83.47,102.86,108.9,107.58,125.7,131.7,97.24,99.35,100.65,113.46,100.1,131.63,133.89,111.93,119.05,116.05,121.91,119.51,133.43,142.12,107.32,104.37,112.46,108.47,114.93,NA,149.03,91.43,110.25,108.16,133.21,112.05,125.13,126.06,96.3,104.46,115.12,99.33,110.13,131.44,132.95,97.65,115.31,127.98,137.49,148.09,165.13,161.36,102.38,130.26,133.05,124.74,138.85,181.11,174.06,132.49,136.96,139.6,133.43,146.92,185.67,202.57,133.36,132.59,142.4,141.35,154.09,188.26,181.33,119.32,124.41,136.96,144.71,155.46,173.91,194.91,126.76,129.13,130.41,146.08,133.09,168.54,175.09,113.05,127.45,135.69,145.33,148.19,189.61,214.76,138.68,130.29,131.63,136.12,135.9,177.8,204.97,119.56,125.77,125.56,145.86,144.9,188.77,198.03,144.04,134.77,147.47,146.68,160.86,197.29,206.86,136.57,155.27,160.69,180.18,196.04,222.65,230.12,138.2,148.14,149.77,160.38,180.13,212.29,190.95,143.32,178.07,167.94,169.11,184.91,199.09,178.16,141.66,144.06,161.53,171.32,175.07,188.31,159.92,109.12,125.56,153.78,166.79,165.23,177.56,169.31,133.38,150.85,152.77,161.1,164.15,182.63,172.74,127.12,151.09,152.39,158.32,177.75,194.82,203.22,135.85,146.8,147.59,149.6,150.47,172.98,159.92,121,146.82,141.88,154.74,149.53,174.68,164.07,127.09,137.01,151.24,144.68,134.05,167.05,194.55,128.25,146.82,147.04,149.29,157.81,177.95,172.91,119.34,133.98,143.65,144.71,151.16,158.72,168.32,121.5,142.86,143.44,146.34,160.52,180.32,226.71,137.82,117.13,143.36,150.78,157.31,174.66,165.54,128.46,160.74,165.35,168.01,212.69
